pdf,url,content_negotiation_realizada,metadatos_accesibles,heuristica,metadata_source,metadata_format,metadata_url,metadata_final_url,accept_header,dataset_metadata_field,dataset_metadata_value,dataset_metadata_evidence,motivo
1807.10609v1.pdf,https://www.kaggle.com/ruizgara/socofing,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
1807.10609v1.pdf,https://www.github.com/kermitt2/grobid,True,True,False,original_url,generic_json,https://www.github.com/kermitt2/grobid,https://github.com/grobidOrg/grobid,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.kaggle.com/datasets/ipateam/nuinsseg,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.github.com/masih4/NuInsSeg,True,True,False,original_url,generic_json,https://www.github.com/masih4/NuInsSeg,https://github.com/masih4/NuInsSeg,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.tissuegnostics.com/,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1038/s41597-020-00608-w(2020).16,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1038/s41597-020-00608-w(2020).16,https://api.datacite.org/dois/10.1038/s41597-020-00608-w(2020).16,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1038/s41374-020-00514-0(2021).2,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1038/s41374-020-00514-0(2021).2,https://api.datacite.org/dois/10.1038/s41374-020-00514-0(2021).2,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/s00412-016-0614-5(2017).3,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/s00412-016-0614-5(2017).3,https://api.datacite.org/dois/10.1007/s00412-016-0614-5(2017).3,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1177/1066896913517939(2014).4,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1177/1066896913517939(2014).4,https://api.datacite.org/dois/10.1177/1066896913517939(2014).4,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2017.2677499(2017).5,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2017.2677499(2017).5,https://api.datacite.org/dois/10.1109/tmi.2017.2677499(2017).5,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1016/j.compbiomed.2021.104349(2021).6,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1016/j.compbiomed.2021.104349(2021).6,https://api.datacite.org/dois/10.1016/j.compbiomed.2021.104349(2021).6,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1016/j.media.2019.101563(2019).7,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1016/j.media.2019.101563(2019).7,https://api.datacite.org/dois/10.1016/j.media.2019.101563(2019).7,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2019.2947628(2020).8,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2019.2947628(2020).8,https://api.datacite.org/dois/10.1109/tmi.2019.2947628(2020).8,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2018.2865709(2019).11,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2018.2865709(2019).11,https://api.datacite.org/dois/10.1109/tmi.2018.2865709(2019).11,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/ISBI.2017.7950669(2017).12,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/isbi.2017.7950669(2017).12,https://api.datacite.org/dois/10.1109/isbi.2017.7950669(2017).12,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1016/j.media.2020.101786(2020).13,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1016/j.media.2020.101786(2020).13,https://api.datacite.org/dois/10.1016/j.media.2020.101786(2020).13,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.3389/fmed.2022.978146(2022).14,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.3389/fmed.2022.978146(2022).14,https://api.datacite.org/dois/10.3389/fmed.2022.978146(2022).14,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2018.2842767(2018).15,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2018.2842767(2018).15,https://api.datacite.org/dois/10.1109/tmi.2018.2842767(2018).15,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.3390/diagnostics11060967(2021).17,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.3390/diagnostics11060967(2021).17,https://api.datacite.org/dois/10.3390/diagnostics11060967(2021).17,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2021.3085712(2021).18,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2021.3085712(2021).18,https://api.datacite.org/dois/10.1109/tmi.2021.3085712(2021).18,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-030-23937-4_2(SpringerInternationalPublishing,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_2(springerinternationalpublishing,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_2(springerinternationalpublishing,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1038/s41597-020-0528-1(2020).21,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1038/s41597-020-0528-1(2020).21,https://api.datacite.org/dois/10.1038/s41597-020-0528-1(2020).21,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1016/j.media.2020.101771(2020).24,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1016/j.media.2020.101771(2020).24,https://api.datacite.org/dois/10.1016/j.media.2020.101771(2020).24,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.3389/fbioe.2019.00053(2019).25,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.3389/fbioe.2019.00053(2019).25,https://api.datacite.org/dois/10.3389/fbioe.2019.00053(2019).25,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2016.2525803(2016).26,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2016.2525803(2016).26,https://api.datacite.org/dois/10.1109/tmi.2016.2525803(2016).26,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.4103/2153-3539.186902(2016).27,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.4103/2153-3539.186902(2016).27,https://api.datacite.org/dois/10.4103/2153-3539.186902(2016).27,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1142/9789814644730_0029(2014).28,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1142/9789814644730_0029(2014).28,https://api.datacite.org/dois/10.1142/9789814644730_0029(2014).28,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1091/mbc.E20-02-0156(2020).30,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1091/mbc.e20-02-0156(2020).30,https://api.datacite.org/dois/10.1091/mbc.e20-02-0156(2020).30,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2022.3157048(2022).31,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2022.3157048(2022).31,https://api.datacite.org/dois/10.1109/tmi.2022.3157048(2022).31,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-319-24574-4_28(2015).32,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-319-24574-4_28(2015).32,https://api.datacite.org/dois/10.1007/978-3-319-24574-4_28(2015).32,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/CVPR.2016.90(2016).34,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/cvpr.2016.90(2016).34,https://api.datacite.org/dois/10.1109/cvpr.2016.90(2016).34,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-030-23937-4_9(2019).35,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_9(2019).35,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_9(2019).35,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2022.3156023(2022).37,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2022.3156023(2022).37,https://api.datacite.org/dois/10.1109/tmi.2022.3156023(2022).37,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-030-68763-2_26(Springer,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-030-68763-2_26(springer,https://api.datacite.org/dois/10.1007/978-3-030-68763-2_26(springer,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1038/s41374-020-00514-0Lab.Investig1012021Cui,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1038/s41374-020-00514-0lab.investig1012021cui,https://api.datacite.org/dois/10.1038/s41374-020-00514-0lab.investig1012021cui,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/s00412-016-0614-5Chromosoma1262017Skinner,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/s00412-016-0614-5chromosoma1262017skinner,https://api.datacite.org/dois/10.1007/s00412-016-0614-5chromosoma1262017skinner,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1177/1066896913517939Int.J.Surg.Pathol22,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1177/1066896913517939int.j.surg.pathol22,https://api.datacite.org/dois/10.1177/1066896913517939int.j.surg.pathol22,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2017.2677499IEEETransactionsonMed.Imaging,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2017.2677499ieeetransactionsonmed.imaging,https://api.datacite.org/dois/10.1109/tmi.2017.2677499ieeetransactionsonmed.imaging,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1016/j.compbiomed.2021.104349Comput.Biol.Medicine1322021,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1016/j.compbiomed.2021.104349comput.biol.medicine1322021,https://api.datacite.org/dois/10.1016/j.compbiomed.2021.104349comput.biol.medicine1322021,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1016/j.media.2019.101563Med,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1016/j.media.2019.101563med,https://api.datacite.org/dois/10.1016/j.media.2019.101563med,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2019.2947628IEEETransactionsonMed.Imaging,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2019.2947628ieeetransactionsonmed.imaging,https://api.datacite.org/dois/10.1109/tmi.2019.2947628ieeetransactionsonmed.imaging,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/ISBI.2017.7950669IEEEInternationalSymposiumonBiomedical,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/isbi.2017.7950669ieeeinternationalsymposiumonbiomedical,https://api.datacite.org/dois/10.1109/isbi.2017.7950669ieeeinternationalsymposiumonbiomedical,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1016/j.media.2020.101786Med,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1016/j.media.2020.101786med,https://api.datacite.org/dois/10.1016/j.media.2020.101786med,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.3389/fmed.2022.978146Front.Medicine92022Mahbod,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.3389/fmed.2022.978146front.medicine92022mahbod,https://api.datacite.org/dois/10.3389/fmed.2022.978146front.medicine92022mahbod,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1038/s41597-020-00608-wSci.Data72020Kromp,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1038/s41597-020-00608-wsci.data72020kromp,https://api.datacite.org/dois/10.1038/s41597-020-00608-wsci.data72020kromp,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.3390/diagnostics11060967Diagnostics112021Mahbod,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.3390/diagnostics11060967diagnostics112021mahbod,https://api.datacite.org/dois/10.3390/diagnostics11060967diagnostics112021mahbod,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.3390/diagnostics11060967(2021).MoNuSAC2020:Amulti-organnuclei,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.3390/diagnostics11060967(2021).monusac2020:amulti-organnuclei,https://api.datacite.org/dois/10.3390/diagnostics11060967(2021).monusac2020:amulti-organnuclei,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2021.3085712IEEETransactionsonMed.Imaging,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2021.3085712ieeetransactionsonmed.imaging,https://api.datacite.org/dois/10.1109/tmi.2021.3085712ieeetransactionsonmed.imaging,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-030-23937-4_2DigitalPathologyCCReyes-AldasoroAJanowczykMVeta,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_2digitalpathologyccreyes-aldasoroajanowczykmveta,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_2digitalpathologyccreyes-aldasoroajanowczykmveta,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1038/s41597-020-0528-1Sci.data72020Hou,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1038/s41597-020-0528-1sci.data72020hou,https://api.datacite.org/dois/10.1038/s41597-020-0528-1sci.data72020hou,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.3389/fbioe.2019.00053Front.Bioeng,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.3389/fbioe.2019.00053front.bioeng,https://api.datacite.org/dois/10.3389/fbioe.2019.00053front.bioeng,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2016.2525803IEEETransactiononMed.Imaging,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2016.2525803ieeetransactiononmed.imaging,https://api.datacite.org/dois/10.1109/tmi.2016.2525803ieeetransactiononmed.imaging,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.4103/2153-3539.186902J.Pathol,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.4103/2153-3539.186902j.pathol,https://api.datacite.org/dois/10.4103/2153-3539.186902j.pathol,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1142/9789814644730_0029PacificsymposiumonbiocomputingCo-chairs,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1142/9789814644730_0029pacificsymposiumonbiocomputingco-chairs,https://api.datacite.org/dois/10.1142/9789814644730_0029pacificsymposiumonbiocomputingco-chairs,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1142/9789814644730_0029(2014).Fiji:anopen-sourceplatform,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1142/9789814644730_0029(2014).fiji:anopen-sourceplatform,https://api.datacite.org/dois/10.1142/9789814644730_0029(2014).fiji:anopen-sourceplatform,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1091/mbc.E20-02-0156Mol.Biol.Cell312020,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1091/mbc.e20-02-0156mol.biol.cell312020,https://api.datacite.org/dois/10.1091/mbc.e20-02-0156mol.biol.cell312020,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1091/mbc.E20-02-0156(2020).Author,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1091/mbc.e20-02-0156(2020).author,https://api.datacite.org/dois/10.1091/mbc.e20-02-0156(2020).author,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/TMI.2022.3157048(2022).U-Net:Convolutionalnetworksfor,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/tmi.2022.3157048(2022).u-net:convolutionalnetworksfor,https://api.datacite.org/dois/10.1109/tmi.2022.3157048(2022).u-net:convolutionalnetworksfor,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-319-24574-4_28InternationalConferenceonMedicalImage,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-319-24574-4_28internationalconferenceonmedicalimage,https://api.datacite.org/dois/10.1007/978-3-319-24574-4_28internationalconferenceonmedicalimage,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1109/CVPR.2016.90IEEEConferenceonComputerVision,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1109/cvpr.2016.90ieeeconferenceoncomputervision,https://api.datacite.org/dois/10.1109/cvpr.2016.90ieeeconferenceoncomputervision,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-030-23937-4_9EuropeanCongressonDigitalPathology,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_9europeancongressondigitalpathology,https://api.datacite.org/dois/10.1007/978-3-030-23937-4_9europeancongressondigitalpathology,application/json,,,,metadata_not_dataset_or_not_accessible
2308.01760v1.pdf,https://www.doi.org/10.1007/978-3-030-68763-2_26InternationalConferenceonPatternRecognition,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.1007/978-3-030-68763-2_26internationalconferenceonpatternrecognition,https://api.datacite.org/dois/10.1007/978-3-030-68763-2_26internationalconferenceonpatternrecognition,application/json,,,,metadata_not_dataset_or_not_accessible
2401.08598v1.pdf,https://www.kaggle.com/datasets/nutritionverse/nutritionverse-real,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2401.08598v1.pdf,https://www.kaggle.com/datasets/37th,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.anonymous.4open.science/r/tabpfn-ood-4E65,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/vinnyr12/eye-movements,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.archive.ics.uci.edu/ml/datasets/Contraceptive+Method+Choice.Wine,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.archive.ics.uci.edu/dataset/186/wine+quality.17,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.openml.org/search?id=31&sort=runs&status=active&type=data,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/vstacknocopyright/electricity.Heart,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/fedesoriano/heart-failure-prediction,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/alexanderliapatis/miniboone.Iris,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/uciml/iris.Jannis,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/youssefaboelwafa/clustering-penguins-species.Eye,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/rodolfomendes/abalone-dataset.Bike,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/abdullapathan/bikesharingdemand.Concrete,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/maajdl/yeh-concret-data.20,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.kaggle.com/datasets/owm4096/laptop-prices.F.2,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2505.16226v1.pdf,https://www.github.com/namkoong-lab/whyshift,True,True,False,original_url,generic_json,https://www.github.com/namkoong-lab/whyshift,https://github.com/namkoong-lab/whyshift,application/json,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.github.com/blacksnail789521/Time-IMM,True,True,False,original_url,generic_json,https://www.github.com/blacksnail789521/Time-IMM,https://github.com/blacksnail789521/Time-IMM,application/json,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.github.com/blacksnail789521/IMM-TSF.1,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.cs.ucr.edu/~eamonn/time_series_data_2018,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.physionet.org/content/mimi-civ/1.0,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.platform.openai.com/docs/models/gpt-4.1-nano,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.archive.ics.uci.edu/dataset/321/electricityloaddiagrams20112014,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.archive.physionet.org/challenge/2012,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.epa.gov/air-quality,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.archive.ics.uci.edu/dataset/196/localization+,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.data.gdeltproject.org/gdeltv2/masterfilelist.txt,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.physionet.org/content/mimiciv/3.1/Entity,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.github.com/edebrouwer/gru_ode_bayes/tree/master/data_preproc/MIMIC,True,True,False,original_url,generic_json,https://www.github.com/edebrouwer/gru_ode_bayes/tree/master/data_preproc/MIMIC,https://github.com/edebrouwer/gru_ode_bayes/tree/master/data_preproc/MIMIC,application/json,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.huggingface.co/datasets/Zihan1004/FNSPID.Only,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.huggingface.co/datasets/Zihan1004/FNSPID.Articles,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.github.com/alibaba/clusterdata/tree/master,True,True,False,original_url,generic_json,https://www.github.com/alibaba/clusterdata/tree/master,https://github.com/alibaba/clusterdata/tree/master,application/json,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.aqs.epa.gov/aqsweb/airdata/download_files.html,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.data.commoncrawl.org/crawl-data/CC-NEWS/Entity,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.kaggle.com/datasets/blacksnail789521/time-imm,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.anonymous.4open.science/r/IMMTSF_NeurIPS2025,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.nips.cc/public/guides/CodeSubmissionPolicy,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.neurips.cc/public/EthicsGuidelines?Answer=,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2506.10412v4.pdf,https://www.neurips.cc/Conferences/2025/LLM,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2508.08868v1.pdf,https://www.doi.org/10.5281/zenodo.15656471arXiv:2508.08868v1,True,True,False,datacite_api_fallback,datacite_api_fallback,https://api.datacite.org/dois/10.5281/zenodo.15656471arxiv:2508.08868v1,https://api.datacite.org/dois/10.5281/zenodo.15656471arxiv:2508.08868v1,application/json,,,,metadata_not_dataset_or_not_accessible
2508.08868v1.pdf,https://www.zenodo.org/communities/re-data/records,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2508.08868v1.pdf,https://www.reqfactoront.com/content/datasets,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2508.08868v1.pdf,https://www.kaggle.com/datasets/computerscience3/public-requirementspure-dataset,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
2508.08868v1.pdf,https://www.kaggle.com/datasets/nltkdata/brown-corpus,True,False,False,,,,,,,,,metadata_not_dataset_or_not_accessible
